N	M	R_coefficient	Q_coefficient
16	11	3.1719972731092997e-13	5.958742239593513e-13
16	12	-7.745228828633913e-13	2.2912966284376404e-13
16	13	-8.388680274788347e-13	1.725094711775414e-13
16	14	-2.691861829023875e-13	5.6481678320231783e-14
16	15	-1.4921305242903732e-13	-1.294963327226218e-12
16	16	1.0450296387340235e-13	-1.5076326565381283e-12
17	0	1.296831615555083e-12	0.0
17	1	-7.017166312874474e-13	-7.737997464989493e-14
17	2	-4.969534321548685e-13	-4.4125741256893105e-13
17	3	-1.3042033182757064e-12	-6.988748854618919e-13
17	4	5.097995715907755e-13	6.498013037776325e-14
17	5	8.164755335162155e-13	5.119808972635711e-13
17	6	5.082723170651486e-13	-5.3675193857821306e-15
17	7	-8.286370797259558e-14	5.205192801976836e-14
17	8	-2.581008341261209e-13	-1.162062715476247e-12
17	9	-3.5430813213398013e-13	2.6396465216663e-14
17	10	5.903715471603728e-13	-4.053474932173389e-13
17	11	1.2060446823127413e-14	-4.729986597994247e-13
17	12	-3.103362235169434e-13	2.4500703692189293e-13
17	13	-1.1681910799362602e-12	-2.653871529868552e-13
17	14	1.1184017455117493e-12	-1.4434806318380618e-12
17	15	-2.0133150297326973e-13	1.3878461447819883e-13
17	16	6.08897128338236e-13	7.916843316330606e-13
17	17	1.3485350400854338e-12	4.2742468754357773e-13
18	0	-5.87507023487952e-13	0.0
18	1	6.767346787334414e-13	2.0038690887990767e-13
18	2	-6.577715690232077e-13	-3.3561551909309747e-13
18	3	-2.0603396793931437e-14	6.525843236037185e-13
18	4	1.722169027742385e-12	2.0657630903501413e-13
18	5	1.209159613168439e-14	-1.5601906751837393e-13
18	6	2.3442737001392272e-14	1.3206486837836137e-12
18	7	-3.9269289228263685e-13	-7.98201289687636e-13
18	8	-2.029939103135906e-12	-6.931207243164494e-13
18	9	7.298695641131199e-13	-1.3103687385913027e-12
18	10	-3.378492313044945e-14	-5.05839697545747e-13
18	11	8.341518827820271e-13	6.052682646480131e-14
18	12	-3.2505621867441846e-13	-7.401945541238568e-14
18	13	1.1639120442685784e-12	-4.762450833376828e-13
18	14	2.082146073249054e-13	7.020651844870842e-13
18	15	2.3832092555546477e-13	8.073146951302103e-13
18	16	-3.2925650191229345e-13	-1.9182271923153788e-13
18	17	-9.016599932061861e-13	-3.3253095177007027e-13
18	18	-1.393845534070922e-12	7.807190919424744e-13
19	0	1.0844759274089431e-12	0.0
19	1	-7.680424456634882e-14	-1.1080303448726657e-12
19	2	-8.105832977358793e-13	-3.4369364241420116e-13
19	3	4.699666758358225e-13	2.9035354545987633e-13
19	4	-1.4436581331835504e-13	2.4175921640074706e-13
19	5	6.542912903004837e-13	1.251505374498247e-13
19	6	5.409946197905032e-13	-6.680459683396595e-13
19	7	-7.338103929608476e-14	2.734112987913226e-13
19	8	1.2278718915629641e-13	-7.686675112170743e-13
19	9	3.92910649085673e-13	9.671608657065295e-13
19	10	-6.030478190936794e-13	-2.565919379837903e-13
19	11	-7.768457233239804e-13	9.183125302448578e-13
19	12	-1.0538196891451356e-13	2.2730665905412595e-13
19	13	-4.5095889435309034e-13	-5.026408782193345e-13
19	14	8.512843851382313e-14	1.1394515682590667e-13
19	15	9.518625200453794e-13	1.7788027905622948e-13
19	16	-8.895613039822077e-13	-4.5000772629038415e-13
19	17	5.009710223713766e-13	3.204677150435595e-13
19	18	4.77792240040209e-13	-2.528648189581077e-13
19	19	-2.409066126521504e-13	-1.033408663349627e-12
20	0	3.8556794379273457e-13	0.0
20	1	3.0784346865398956e-13	-2.5902732929540682e-14
20	2	-4.987780741203138e-14	5.05967026460403e-13
20	3	2.2049641501826714e-14	1.1771843043051194e-13
20	4	-2.363182615350937e-13	2.385343956074288e-13
20	5	1.2263206530614799e-13	-5.979536461112401e-13
20	6	-4.1129860781879925e-14	-2.3138169771282596e-13
20	7	1.2303212766584267e-12	-3.3653303646847545e-13
20	8	2.912204210370617e-13	4.0215816230621787e-13
20	9	-1.44656995121469e-13	7.721795964036898e-13
20	10	-5.347849889399574e-13	4.39020485816054e-13
20	11	6.028669612967945e-14	-6.429615958579217e-14
20	12	-1.266976721692156e-12	-4.791963821681098e-13
20	13	2.810106377716197e-13	-4.451326598695875e-13
20	14	4.3751113889016055e-13	3.777285349281565e-13
20	15	-6.292220579331081e-13	-5.030116958772665e-13
20	16	-2.559908076992027e-13	4.661098434683551e-13
20	17	5.871637953028726e-13	-5.660705066206432e-13
20	18	3.5789051211493924e-13	3.7743239010913743e-13
20	19	-4.715553328425991e-13	4.215361232345031e-13
20	20	2.5781332438499403e-13	7.12904905382591e-13
21	0	-1.8777409570439722e-13	0.0
21	1	-7.453128853671333e-14	-1.0548318053012184e-13
21	2	2.1163876656280787e-14	-2.7650604815473953e-13
21	3	3.9042490117927716e-14	1.8702594407330104e-13
21	4	6.23350692579531e-13	5.834278605992405e-13
21	5	-3.075395878185512e-14	-1.6526386622109668e-13
21	6	-1.0834039540614439e-14	1.8730406157093738e-13
21	7	8.974482165944436e-14	1.6195039537237316e-13
21	8	-5.413778984997036e-13	2.4188223845312338e-14
21	9	-2.920343861243334e-13	-2.304691219872237e-13
21	10	-9.316185736009882e-13	-1.0084427237470648e-12
21	11	-8.518828433935446e-14	-1.0186939180477667e-12
21	12	6.018040328672007e-13	-5.298719079533895e-13
21	13	1.351002633407127e-12	-2.440917298007761e-14
21	14	-5.846061630899384e-13	-5.904208770604615e-14
21	15	9.127418339065273e-14	3.637913309716674e-13
21	16	1.6782775405263938e-13	1.9891083267240947e-13
21	17	-1.6652957561285443e-13	-3.779724716324572e-13
21	18	-2.2551404296410004e-13	6.619286118880354e-13
21	19	3.4564888265485293e-13	-1.1283368429298836e-13
21	20	2.0118572167228075e-13	-9.565166035520992e-13
21	21	-5.683192337976637e-13	3.112036234192159e-13
22	0	-2.965540698398462e-13	0.0
22	1	3.393365364286089e-13	2.6388682763545886e-13
22	2	2.2868268559537557e-13	-3.666413385256085e-13
22	3	-3.04320249189029e-13	5.936503585258952e-13
22	4	-4.201751873000961e-13	-1.9537183595868348e-13
22	5	-5.457755506977115e-13	-1.001700303793212e-13
22	6	5.358095044403978e-13	-1.3980579875420744e-13
22	7	6.905165331980057e-13	-6.150472839041903e-13
22	8	4.715616448499879e-14	-2.2449644754621514e-14
22	9	-1.0151816656843511e-13	4.98013215805225e-13
22	10	-7.191877763663616e-14	-7.227143216991908e-13
22	11	-1.6549666364073224e-13	3.3391810432921813e-13
22	12	3.715668079388305e-13	1.6959326649647439e-13
22	13	-8.552787353873699e-14	-3.1703462829995204e-13
22	14	1.489763790247336e-13	5.836419772273326e-13
22	15	-6.206596119497051e-13	-1.151865972556724e-13
22	16	2.355851397188141e-13	-4.384785785960181e-13
22	17	-3.25086976250258e-13	-1.6772559531708508e-13
22	18	8.866881802393553e-13	8.668435180100137e-14
22	19	3.9326914739733344e-14	-5.110279698186393e-14
22	20	-1.8332815945538367e-13	2.7473437615134204e-13
22	21	8.403479660400771e-13	6.473846339622683e-13
22	22	4.0713331387186097e-13	2.5642915635994617e-15
23	0	-6.049436939508801e-13	0.0
23	1	-1.5484362658937592e-13	2.8262941748177677e-13
23	2	3.0853624945505683e-13	3.5970634015208967e-13
23	3	-3.453087875367524e-13	-1.2489742181536242e-13
23	4	-2.84479927818871e-13	-5.919196868408138e-13
23	5	-1.2517515354393147e-13	-3.042215785343042e-13
23	6	6.406046311549639e-13	-3.9336444067683946e-14
23	7	4.330579437729778e-13	-5.838673502048306e-13
23	8	3.8527062365903783e-13	3.823788588277709e-13
23	9	4.141438395813633e-13	-2.4350929389723394e-13
23	10	-1.99084561503446e-13	4.207672506628485e-13
23	11	-7.073689933792103e-14	-2.8311566064951804e-13
23	12	3.331605451767421e-13	-1.0147383993881754e-13
23	13	3.00581693809823e-13	-6.412886470932746e-14
23	14	-5.819005584040667e-13	5.149360595013745e-13
23	15	1.6902048515384356e-13	-7.236271057231301e-13
23	16	1.4982271405458177e-13	2.925788020693938e-14
23	17	1.4425825140174078e-13	3.9042049890563324e-13
23	18	-3.8100186620392713e-13	-1.63046717532734e-14
23	19	-8.083166244891819e-13	-1.1038151954244379e-15
23	20	1.0476919661005917e-14	-1.6356998701224005e-13
23	21	-3.683662304292452e-13	-3.7601791845165806e-13
23	22	-7.892733392353664e-13	7.089736924814246e-14
23	23	3.684416148235582e-15	-9.377760328573456e-14
24	0	3.1668566225562953e-13	0.0
24	1	-1.354817811106937e-13	-5.340462683013027e-13
24	2	5.089491865799952e-13	-7.40177432101214e-14
24	3	5.388086710791638e-13	-4.6246794345589e-13
24	4	-4.749392145199951e-13	-1.9727306504112522e-13
24	5	2.3439163217813134e-13	3.4737452275778796e-13
24	6	5.645742666296725e-13	-2.832973659874014e-13
24	7	3.590040970097634e-14	5.891715260955804e-13
24	8	1.6005370467759572e-13	3.047697224166386e-14
24	9	-1.8252326003209604e-13	1.3762734958343868e-13
24	10	-4.777985792029164e-13	5.197635109476565e-16
24	11	-1.898906014404567e-14	9.051395821382753e-14
24	12	-4.820303516319795e-13	-1.8836263916055912e-13
24	13	-5.373114189472633e-13	-4.517283702497802e-13
24	14	9.256653783766128e-14	-1.1536503435634042e-12
24	15	9.401390486937821e-14	-2.9856497420927757e-13
24	16	6.465445665021034e-13	-3.7955312265163633e-13
24	17	1.5600735964057821e-13	-1.4269631203829146e-13
24	18	1.7306335509336757e-15	1.879439801527922e-14
24	19	2.4739628254158776e-13	2.313980922084658e-13
24	20	7.320621356288566e-16	-6.012642719523893e-13
24	21	-8.651953618496856e-14	-1.9797308461127126e-13
24	22	1.4857978860780872e-13	-1.350635938132294e-13
24	23	7.389870117418589e-13	-3.158253171059878e-13
24	24	2.8462694257647166e-13	-5.709068003304978e-13
25	0	-5.437131118747844e-13	0.0
25	1	6.860387768449556e-14	2.8430438185063043e-13
25	2	3.985630613255466e-13	3.0410762928655186e-13
25	3	2.692100291088964e-13	-2.376172848332069e-13
25	4	-1.0372970287763374e-13	1.3884609130550406e-13
25	5	-2.275986258119774e-13	2.943655866980681e-13
25	6	-3.0878493163652255e-13	5.323030229723438e-13
25	7	-1.0352655701587977e-13	-5.605014858227309e-13
25	8	-4.076128641266845e-13	-5.430458221353149e-13
25	9	1.2818958787610487e-13	-3.450452488474475e-13
25	10	-1.8499011330490592e-14	1.0059574311543964e-14
25	11	1.2913010398719812e-13	3.0807594426266186e-13
25	12	1.0308065462670114e-13	-3.771352874554505e-15
25	13	-3.966792239853221e-15	4.821768892206394e-14
25	14	-1.14199789027815e-13	-8.26783938705317e-14
25	15	-1.0356781338045821e-13	-3.249341795262698e-13
25	16	4.727658362202151e-13	-1.3227561762777139e-13
25	17	-6.927804145619513e-13	9.313302711205986e-14
25	18	2.3193008262627617e-13	5.5802611275912895e-14
25	19	5.469680423068484e-14	-6.000852660416785e-13
25	20	3.2483447668757123e-13	-7.688017037821905e-14
25	21	8.650151435623445e-14	8.74153027706529e-13
25	22	5.247425230292237e-13	-1.5566804840020012e-13
25	23	-4.337439859132352e-13	6.48523291224104e-14
25	24	-1.753433382085036e-13	7.611327823396345e-13
25	25	-8.006831688028903e-14	3.210425881476203e-13
26	0	1.1728532499099532e-13	0.0
26	1	-5.3042455424092304e-14	-3.085980492848574e-13
26	2	-1.7773040591705485e-13	-5.017628045010905e-13
26	3	2.1478990657532617e-13	4.4373567782991855e-14
26	4	1.3502696764267236e-13	1.5288469889469534e-13
26	5	-3.553362308886281e-13	1.202557924250279e-13
