N	M	R_coefficient	Q_coefficient
8	7	2.3832430443346973e-12	1.6694822970538652e-12
8	8	2.322514857947688e-12	1.9761208238808003e-12
9	0	-4.560450536366809e-12	0.0
9	1	-1.1804669516615454e-11	-5.28549896965616e-12
9	2	1.885426780979385e-12	-8.558549961506975e-13
9	3	-3.269410987231365e-12	4.910682773377035e-12
9	4	1.9047401528987647e-12	-4.30075449465329e-13
9	5	1.3410181933721227e-12	-3.361309102085357e-13
9	6	2.0326208766175327e-12	3.2105755460401625e-12
9	7	-3.551027726674037e-12	5.508182853802819e-13
9	8	-1.0040906188836046e-12	-9.095834254051887e-13
9	9	-2.402538551385282e-12	-8.888543866066256e-13
10	0	1.2333479681633476e-12	0.0
10	1	2.6852159243067364e-12	3.6996087091771225e-12
10	2	-2.584309541457182e-12	-3.2535081859472678e-12
10	3	4.820533687229541e-12	-1.9971903188869572e-12
10	4	5.736086548736451e-13	1.3227727752494796e-12
10	5	-3.459853253279127e-12	2.3606468788587918e-12
10	6	1.9299516892155674e-12	-1.0134199559370153e-13
10	7	3.9303817846250425e-13	4.182807181704468e-13
10	8	1.3404595739073953e-12	1.4471065956093237e-13
10	9	-3.391933254810163e-13	-1.0375509004066701e-13
10	10	7.527471221439863e-13	-1.2139237181831178e-12
11	0	-8.995088127102868e-13	0.0
11	1	-1.5188278694347812e-12	-2.121970958114577e-12
11	2	2.1926789492487234e-12	2.6605229768947147e-13
11	3	4.618683835328624e-13	2.982062660403776e-12
11	4	-2.9916021527336917e-12	-2.3939200122915924e-13
11	5	2.692771837476804e-12	5.607807168360402e-13
11	6	-2.757056119006762e-13	1.66047370414807e-13
11	7	-8.260916822176666e-13	-5.45806365488655e-13
11	8	1.4540313821838718e-12	-1.7930211924249023e-12
11	9	2.2860509005991313e-12	2.70170057455234e-13
11	10	2.670556302793576e-13	1.3586990301261545e-12
11	11	-6.368734115626305e-13	1.1673126613077394e-12
12	0	-2.0724099819415184e-12	0.0
12	1	1.8130757926087046e-12	6.358546669187186e-13
12	2	2.3165906269376555e-12	-4.3281500395391703e-13
12	3	-4.155067939806217e-12	-9.829092146888678e-13
12	4	3.20434144145478e-13	3.1061112853619643e-13
12	5	-1.9011339938361517e-13	8.415192624215471e-14
12	6	1.1818953296051737e-12	-3.365101589523436e-13
12	7	1.2844333330372587e-12	2.590145245582845e-13
12	8	3.2008342470535465e-12	7.393035851611126e-13
12	9	-2.910235889618277e-13	1.2533390007802361e-12
12	10	-5.669329095215539e-13	5.642103714066659e-13
12	11	5.404559060020948e-13	-1.0963765492576866e-12
12	12	-1.0201008806033428e-12	-1.0703467664214176e-12
13	0	1.4352334184651119e-12	0.0
13	1	3.917013309044666e-12	-1.1281484248551146e-12
13	2	1.6578769249563846e-13	-1.0401309127201428e-13
13	3	9.671050208450407e-13	8.495745888803509e-13
13	4	-1.0058604665848347e-12	-1.0294859343260688e-12
13	5	-4.473782094659366e-13	1.7636910763439202e-12
13	6	-1.965687711017132e-12	-7.027886740451743e-13
13	7	-1.0012027265026842e-12	4.678326450517918e-13
13	8	-6.842109334586853e-13	-1.376031149885029e-12
13	9	2.005833759647206e-12	3.4902358031007095e-13
13	10	-2.82308195777335e-13	6.65285463160316e-13
13	11	2.615874256940664e-13	4.092918235049791e-13
13	12	1.3397724963170852e-12	2.413844225461449e-13
13	13	-1.4816094611085456e-13	-5.635340497033466e-13
14	0	-2.4468080762725894e-12	0.0
14	1	3.5891490758477834e-13	-1.5940629565639652e-12
14	2	7.146046890553965e-13	2.4523296208590156e-12
14	3	-3.3043754780940456e-12	6.122564483291089e-13
14	4	-1.478803695157385e-12	-3.4952557991410286e-13
14	5	1.2994393510076443e-12	-5.050353570357293e-13
14	6	-2.3915464762931365e-13	-6.037001117122874e-13
14	7	6.163225803555079e-13	1.3591171163157455e-12
14	8	1.0439401207574092e-12	-2.025008511605055e-13
14	9	-1.6036276652679628e-12	2.1472309438383798e-12
14	10	3.8347769015471034e-13	-2.5578027567941054e-13
14	11	1.1531345067460579e-12	-3.098340227543598e-13
14	12	4.863450763527426e-13	-1.2430749972243895e-13
14	13	-3.8509078134723525e-13	1.6886895146416713e-13
14	14	-1.2856740082055662e-13	1.5152440346327717e-12
15	0	2.459544993800426e-12	0.0
15	1	1.4042157183776542e-12	1.8888395192888296e-12
15	2	-9.73424761994587e-13	-6.669459887405659e-13
15	3	4.206280782474196e-13	-1.025461971961338e-12
15	4	-1.5976975557251784e-13	-1.1409217322651317e-13
15	5	1.8964311521737459e-13	-3.8688860016581607e-13
15	6	1.079452835480072e-12	-6.204724366970381e-13
15	7	6.834413111041787e-13	1.3503891980426508e-12
15	8	-1.421562882430113e-13	1.318332832846791e-14
15	9	4.126510627874496e-13	1.5801394043942198e-13
15	10	7.309735683119998e-13	9.910260828359258e-13
15	11	-8.733916864539533e-13	1.6132430614255114e-13
15	12	7.297765722580312e-13	5.722540309337936e-13
15	13	-4.902417180674051e-13	-7.889337121502402e-14
15	14	7.449718106419542e-13	6.048766234325664e-14
15	15	-7.463797954667811e-13	-3.925543553524738e-13
16	0	-1.3820041367151342e-12	0.0
16	1	-8.682416775458675e-13	-1.119163919077624e-12
16	2	2.9970236749504224e-13	3.1658873303745927e-14
16	3	5.6172788920066894e-14	-1.8968353452056274e-13
16	4	-1.1133775136932178e-13	-2.2853521111691077e-13
16	5	2.23062101706989e-13	5.120585543300271e-13
16	6	-8.881660465219397e-13	2.6533784210923185e-13
16	7	7.344735867884025e-13	2.417165502605805e-12
16	8	-3.4381685034733406e-13	-4.161466711613902e-13
16	9	1.43595150781069e-14	1.3522353152110756e-12
16	10	4.240470735378835e-13	-2.624471366649548e-12
16	11	1.5784566902526913e-12	-4.654492918926325e-13
16	12	2.532780532354101e-13	5.210324079349854e-13
16	13	7.029268395014078e-14	7.866372732670647e-14
16	14	-9.339807988889303e-13	-5.060506988222214e-13
16	15	7.951031113730728e-14	6.298645636082765e-13
16	16	4.997097101057014e-13	-4.945442739081451e-13
17	0	8.708868943972531e-13	0.0
17	1	5.803054125096321e-13	1.4293051924678997e-12
17	2	-4.821509122897808e-13	-8.394995112918754e-13
17	3	-1.4079550571443465e-13	-4.914708061107081e-13
17	4	3.5928965034326696e-13	1.3226366562623461e-12
17	5	-1.314021821021981e-12	5.99907795256889e-13
17	6	1.5294571870677373e-13	2.350509753875511e-13
17	7	-2.727951947016888e-13	-1.108499999043061e-12
17	8	-1.812728679370686e-13	-1.1737847296717361e-12
17	9	1.138908204505904e-12	-1.839999571027096e-12
17	10	3.5058697208954956e-13	-3.0443353460062095e-13
17	11	7.512768549028736e-13	8.36904052462301e-13
17	12	6.225082243009106e-13	1.2977249223792158e-12
17	13	-8.644348755899788e-13	-2.927260232483918e-13
17	14	-1.6820208148563717e-13	8.688068311474979e-14
17	15	-1.1420165271917408e-13	-4.0057984308479094e-13
17	16	-5.517469990327404e-13	-2.2476230216516586e-13
17	17	-1.267335527142029e-13	-1.1494033882924674e-13
18	0	4.615991575797294e-13	0.0
18	1	-4.875514823656113e-13	-2.8072087979809536e-13
18	2	-2.588462244850087e-13	-7.121466827874411e-14
18	3	5.233067697393517e-13	-5.442470460892132e-14
18	4	3.263608937684844e-13	-4.3609988550368493e-13
18	5	-1.2872640951871153e-12	-3.943285584990621e-13
18	6	-4.3848662739854943e-13	2.514172096358172e-13
18	7	1.739532382483235e-13	6.013797870352924e-13
18	8	8.167232818677076e-13	-3.2694523473308576e-14
18	9	8.543988768503616e-13	9.344691382610682e-13
18	10	-1.3473745246037258e-13	-9.086405396888123e-13
18	11	4.754182703852248e-13	-2.0265928510092458e-13
18	12	-6.317008215030148e-13	8.821102892416991e-14
18	13	3.8872623103369544e-15	-7.531043871803473e-13
18	14	6.203628886945637e-13	-4.2748299322606825e-13
18	15	-2.63273008946684e-13	-5.863693122844073e-13
18	16	-3.067245911197453e-13	4.865775164685166e-13
18	17	3.877759755872175e-13	2.4409091582112793e-13
18	18	-1.4791592945099982e-13	1.5926287893093848e-13
19	0	-1.063502543852395e-12	0.0
19	1	-6.780606186551522e-13	2.0170465729614134e-14
19	2	4.2948698649239036e-13	-5.500282840200146e-13
19	3	-1.5679058282375586e-13	-9.683674326458398e-13
19	4	-4.684057303963713e-13	-3.402626814123205e-15
19	5	6.267856350176221e-13	-7.876807858669213e-14
19	6	-1.6374668681425446e-12	4.779178912953589e-13
19	7	2.2493886454717637e-13	3.952850857116627e-13
19	8	7.388673668271171e-14	-4.913949011490792e-13
19	9	6.514271070332417e-13	9.076802169661939e-13
19	10	-1.8728393276290133e-13	-1.6839888855578736e-13
19	11	-1.0057011580610227e-13	5.970163164558574e-13
19	12	-5.105371435116292e-13	-2.4149571069390523e-13
19	13	3.560515956972089e-13	-8.344833210416298e-13
19	14	6.652092907178262e-13	-3.243116761912699e-14
19	15	4.768299882897165e-13	8.372538430502901e-13
19	16	3.712314135910655e-13	1.7450994893973616e-13
19	17	4.450810424760692e-15	1.0072611518246143e-13
19	18	-4.107230515980355e-13	4.2812823395102566e-13
19	19	-4.898204186826899e-13	4.0366133581681997e-13
20	0	2.234809223260552e-13	0.0
20	1	-5.5952153127499216e-14	-1.0054067645267174e-13
20	2	2.4202017015931514e-13	3.7281664219786495e-13
20	3	1.1712017363420783e-12	5.543603221433023e-13
20	4	1.0515862406498196e-12	-1.5922895897326775e-13
20	5	-6.254486723069871e-13	-5.577083796355185e-13
20	6	-4.3594907036197356e-13	5.717367780520701e-13
20	7	-3.3124387799429514e-13	8.21535463683332e-14
20	8	7.855876577644982e-14	8.336039579753423e-14
20	9	1.38026388188214e-13	8.580327399469179e-13
20	10	-2.815486191193299e-13	-7.004316790278209e-13
20	11	-1.8137573221457475e-13	-4.702581568562735e-13
20	12	-5.073385034296481e-13	-1.6402958632340184e-13
20	13	7.346801813185264e-13	-6.01473821678741e-13
20	14	3.4082429525100935e-13	4.580796944686025e-13
20	15	-5.968576109148517e-13	-1.675330459065102e-13
20	16	-4.3976958404994646e-13	1.8286489772994242e-13
20	17	1.0127911252264213e-13	1.0362894268296342e-13
20	18	6.341817244669809e-13	2.6338099590530896e-13
20	19	1.438218190231914e-13	-3.8221281706698983e-13
20	20	-3.356313040639962e-13	-4.1689018121058387e-13
21	0	-3.5727686192957594e-13	0.0
21	1	-1.5194160006636428e-13	-6.752441884166791e-13
21	2	6.609362196456374e-14	5.998020136034008e-13
21	3	2.7607822284780353e-13	4.5404929678534503e-13
21	4	-7.405822747367065e-13	1.231875236986172e-13
21	5	-5.475329763800219e-13	2.2139868472127727e-13
21	6	-1.659089842001706e-12	-1.9439122021220788e-14
21	7	-3.8059670263815395e-13	1.3328363877579825e-14
21	8	2.169981251642493e-15	3.3941720322035587e-13
21	9	4.791553126141931e-13	-1.6014398911073867e-13
21	10	1.0019672709468136e-13	-2.430426510756227e-14
21	11	7.566359629321625e-13	1.6598282839769395e-13
21	12	-7.224087412298818e-14	-2.8739063209467965e-13
21	13	6.102137450115573e-13	2.9263110880775663e-15
21	14	-3.9651925049051773e-13	9.261439095038755e-13
21	15	2.3354710669700374e-14	-1.2185726895196168e-13
21	16	-1.6112576476917487e-13	2.298683569692181e-13
21	17	1.5474253828402798e-13	-3.431739065952976e-13
21	18	4.845131003382173e-13	-7.988805291725007e-14
21	19	-1.539035382486254e-13	-5.085998854079089e-14
21	20	2.8638219608789185e-13	3.4999720867006756e-13
21	21	3.8362490441529683e-13	4.551041990373431e-13
22	0	6.110654960391757e-13	0.0
22	1	-5.50958710762074e-13	9.352026799370548e-13
22	2	-1.0286296769711362e-13	-4.8345692864301216e-14
22	3	-1.3333000288145264e-13	4.46889332974907e-13
22	4	3.199749110974936e-13	-2.382027265568003e-13
22	5	3.585131596691401e-13	-2.471008551720537e-13
22	6	8.161614066032654e-13	-2.331116379329281e-13
22	7	-2.1917660357257382e-13	4.662789359015719e-13
22	8	-1.7996746135565453e-13	2.545742243739137e-14
22	9	-2.46160180748729e-13	1.4514341330647472e-13
22	10	-4.660033973620124e-14	-1.7178754165796298e-13
22	11	-1.3576251624844976e-13	-5.952512455496067e-14
22	12	3.3522241515842686e-13	-6.051022097264648e-13
22	13	1.1183911612335105e-13	6.195631660764348e-14
22	14	2.4070841630642717e-13	8.566800551140753e-13
22	15	-1.0371699379248221e-12	-2.6441889737353133e-13
22	16	3.8649201929264674e-13	1.9382891262578994e-13
22	17	4.132248870597812e-14	-2.194822910081453e-13
22	18	-1.3283969991929445e-13	1.931005057052698e-13
22	19	1.9634185941193008e-14	2.1529855866434079e-13
22	20	-5.635581155083318e-14	-1.3050401082042294e-13
22	21	-1.5530122687611036e-13	2.2305237832372684e-14
22	22	-3.531482503624923e-13	1.2999395018882984e-13
23	0	-3.839289152249628e-13	0.0
23	1	-5.654644751768761e-13	-2.237056797681024e-13
23	2	-3.7091538066582455e-13	-4.4355761591941674e-13
23	3	-4.916460401830794e-13	-2.649152442031447e-13
23	4	7.3544415163523e-13	-1.3843431194614024e-13
23	5	-4.714846077800612e-13	-4.780429234716654e-13
23	6	2.287972135780675e-13	2.40754032991781e-13
23	7	1.8414148504265515e-13	2.2335068985019616e-13
23	8	-2.904096981673672e-13	6.255497385963515e-13
23	9	-2.707152499648781e-13	1.0966373984916062e-13
23	10	-7.476099082582709e-14	-2.274288998640431e-14
23	11	4.036669004530142e-14	-1.2144962531357714e-14
23	12	-3.529960294076248e-13	-9.860840255810144e-15
23	13	1.0422885501071966e-13	-4.65194830627152e-13
23	14	-1.8461512468981988e-13	6.297233862613463e-13
23	15	2.0256252751898442e-13	-5.973355411408063e-13
23	16	7.656374184392702e-13	1.8891912964384625e-13
23	17	-4.794325292189306e-13	-2.1260488527536796e-13
23	18	5.392877107609395e-13	4.2609890624736326e-13
23	19	-2.4719302406615934e-13	-3.6189513076597143e-13
23	20	-4.2010734629248966e-13	-1.1772797818233357e-13
23	21	1.4054622028737843e-13	1.331689448655981e-13
23	22	2.1342663239114837e-13	2.1573373483581982e-13
23	23	4.2306404741858154e-13	-5.264055853522816e-13
24	0	4.439990264461132e-15	0.0
24	1	6.948707390637768e-13	-3.956836765757532e-13
24	2	1.260715100363792e-14	-2.2685936454546464e-13
24	3	5.652439293182076e-13	2.3285862488622626e-14
24	4	-5.239001257293559e-13	5.4329113640410324e-14
24	5	2.194181218730388e-13	4.246405664878714e-13
24	6	4.397106509878973e-13	-5.462965963608053e-14
24	7	-3.3786929222765754e-13	1.436890581726782e-13
24	8	-8.827138606482176e-13	3.1946634762605764e-13
24	9	2.9244812983313744e-14	1.7656704139692703e-13
24	10	-3.433792075919926e-14	-5.443196021873218e-13
24	11	2.2848522678803873e-13	3.9777242847576766e-13
24	12	2.0960595530138728e-13	-8.107216219986463e-14
24	13	-6.175254449841157e-13	3.5402559686653694e-13
24	14	-2.873682498652049e-13	-1.2196708431193825e-13
24	15	6.457234343521865e-14	-3.426120650351242e-13
24	16	5.761226493963553e-13	-4.845586734903068e-13
24	17	1.904124280389845e-13	5.474571207625067e-13
24	18	2.6699905348087364e-13	1.2378697521194145e-13
24	19	-6.700297304255335e-13	2.8495347986440947e-13
24	20	6.52900304045467e-15	3.083076431144832e-13
24	21	4.183596688053612e-14	-2.713157858929558e-14
24	22	-1.293583840768756e-13	-1.3329943092028429e-13
24	23	-2.2532163102907992e-13	3.1435252889051705e-13
24	24	3.2249032300708417e-13	2.6578279152151727e-13
25	0	-1.0656764962079107e-14	0.0
25	1	2.4856703842415197e-13	2.9858656614639407e-13
25	2	2.3653818066834296e-14	6.606721168576741e-13
25	3	1.601188743440988e-13	-1.31196046218176e-13
25	4	2.899601483301791e-13	-1.271384867062236e-13
25	5	-2.899463630293583e-13	-1.3776504347668837e-13
25	6	1.516315358179136e-13	2.910205466236546e-13
25	7	-1.0290798894497304e-13	-2.0040042392893333e-13
25	8	8.930492530052687e-14	4.3390023711653594e-13
25	9	1.093439556361784e-15	-4.406949855611903e-14
25	10	4.6755284898219176e-14	4.0415080627392225e-14
25	11	-1.8865418980688526e-13	4.547570440922017e-13
25	12	-1.6477609518786765e-13	4.970449113468646e-13
25	13	-1.9979613193076462e-14	2.065497183961177e-13
25	14	-2.0722770241892135e-14	1.4371651154456444e-13
25	15	4.124940161389699e-14	-5.118355839201799e-13
25	16	4.881978147546728e-13	5.251838271144352e-13
25	17	-5.050058174399169e-13	5.5115567292476365e-14
25	18	8.983171771419597e-14	-2.797612204427222e-13
25	19	6.690380011090729e-14	2.2207397862095585e-13
25	20	-3.769430183503157e-14	-5.460533780078253e-13
25	21	-3.2707354298306046e-13	3.243825334172918e-13
25	22	-1.6997123545132532e-13	8.269266495704828e-15
25	23	2.485679703308856e-13	-4.353268217570382e-14
25	24	9.67925262844099e-14	-4.736075275931341e-13
25	25	-3.926257081259641e-13	-1.9686557334184966e-13
26	0	1.1526408728312688e-13	0.0
26	1	-5.387270005572208e-14	3.1912946859260606e-14
26	2	1.4466168602522204e-13	-6.274858343744946e-13
26	3	-4.865536831899478e-13	-1.4726800828835582e-13
26	4	-2.6327440707993576e-13	8.187632219226726e-14
26	5	4.629454087429681e-13	6.998372828791835e-14
26	6	-1.1641112333331727e-13	-2.6566769769391056e-14
26	7	-1.6778757431920557e-13	3.042373180685138e-14
26	8	-4.1441007159725294e-13	1.1070666030381998e-14
26	9	2.08360244793855e-13	5.921388828556266e-13
26	10	4.7328996958363495e-14	-7.596274082186225e-14
26	11	9.962555408766135e-14	1.8801976681749012e-14
26	12	9.917644933962677e-14	-1.2423563898377634e-13
26	13	-1.2957389038636647e-13	4.472905291280456e-13
26	14	2.796537590416356e-13	-3.2442217076854954e-13
26	15	4.150332478731679e-13	-8.308987028115947e-14
26	16	-7.404228809732642e-14	4.881080972858101e-13
26	17	1.6358009578834693e-13	-7.305117155423079e-14
26	18	-5.136659578865181e-13	-3.767034569010881e-15
26	19	2.218805412459942e-13	-5.0548412788809476e-14
26	20	-7.645410471018508e-14	1.1082598072039116e-13
26	21	2.233517313725336e-13	3.675691588847888e-13
26	22	-6.865595139648902e-15	2.913859724203147e-13
26	23	9.039382700162793e-15	-2.901417688953801e-13
26	24	-1.5967390779949364e-13	3.895908939979281e-13
26	25	5.38650122491763e-15	3.6740642012976407e-13
26	26	8.823637376982268e-14	-4.559910361848385e-13
27	0	-3.2091037343464733e-13	0.0
27	1	-1.3206536735170173e-13	-1.40819834121329e-13
27	2	2.043221386126982e-13	5.725030394814724e-13
27	3	2.5799740742702003e-13	3.8493972038409264e-13
27	4	1.4934323521539657e-13	-2.148697982934028e-13
27	5	1.6545690505774657e-13	7.005196962494103e-14
27	6	1.1428653322364981e-13	-1.120034843854083e-13
27	7	-2.772059894415321e-13	-3.210459603415424e-13
27	8	-5.656221990977104e-14	3.4435117972728275e-14
27	9	2.285973202606473e-13	1.306404711544422e-13
27	10	-1.1484323242428647e-15	-4.082683342645323e-13
27	11	-5.01825720992081e-13	-2.649959325943211e-14
27	12	1.5464005282561703e-13	5.0230450424277376e-14
27	13	2.414790770287422e-13	-2.8804636813427015e-13
27	14	3.478179110429503e-13	-1.23322990766755e-13
27	15	1.9897789866909608e-13	2.378876740836129e-13
27	16	2.0670116458098652e-13	8.487295314171341e-14
27	17	-8.656188431267333e-13	1.358393787221574e-13
27	18	4.550565983012028e-13	-4.523268810247286e-13
27	19	-2.3194588375480794e-13	-1.4644032940072338e-13
27	20	-2.0462949247353263e-13	5.51663282248416e-14
27	21	4.544425269687101e-14	1.6286276718680995e-13
27	22	-4.4829245549957553e-13	3.0941410232096286e-13
27	23	-1.6837216679720397e-13	-1.8872610029537435e-13
27	24	1.134826167264422e-13	2.4233057158282043e-13
27	25	5.1351035141328e-14	-1.7833437982206974e-13
27	26	-4.912278204100724e-13	-1.304406018556632e-13
27	27	6.167953666328038e-15	2.1148406917597103e-13
28	0	1.0918776413583095e-13	0.0
28	1	-1.0123793769148945e-13	5.404814962220472e-15
28	2	-2.2318812342975403e-13	1.1593441262531018e-13
28	3	-5.230828980958114e-13	3.561646617603276e-14
28	4	-6.53285192928745e-13	3.1313551494263784e-13
28	5	-1.0325967879014675e-13	-1.032237959272574e-13
28	6	-3.352666810352291e-14	-4.3612363979201685e-13
28	7	-3.482609917486436e-13	6.991691629520005e-14
28	8	5.879160048041715e-13	4.315747552962993e-13
28	9	6.632380852996205e-14	1.2064350881003025e-13
28	10	-2.1764231636336315e-13	6.12536979201573e-13
28	11	1.8981949781405871e-13	1.1960303419218427e-13
28	12	-4.1524786992188395e-13	2.6161754206995908e-14
28	13	-5.472669175471954e-13	3.3700879039145416e-13
28	14	3.1708099884593186e-13	2.6797919307528505e-13
28	15	-1.948318174112244e-13	-1.8150276466583873e-13
28	16	-1.3684401640769418e-13	2.7578745105336066e-13
28	17	-1.6008035730860393e-14	-4.13781237057966e-13
28	18	2.0027790528878847e-13	-1.4281813435758816e-13
28	19	6.06620986124779e-14	4.3886571983866067e-14
28	20	1.1252283075705202e-13	4.47327535307334e-13
28	21	-2.8748162511180745e-13	-2.287481135220039e-13
28	22	-2.0613922514987913e-13	3.362381533776388e-13
28	23	4.2855814731537857e-14	-3.1894806715354855e-13
28	24	6.559729999633572e-14	-7.43175404266554e-15
28	25	-1.986759755888142e-13	1.0802425397695452e-13
28	26	5.434351398475077e-13	1.6643616301443748e-13
28	27	3.0290008984368495e-13	-2.501789307260479e-13
28	28	-7.034332116918677e-14	4.213141772885196e-14
29	0	2.165813072714766e-13	0.0
29	1	2.022664348976701e-13	1.4346396919525447e-13
29	2	1.5464170083941483e-13	-1.1128880912550203e-13
29	3	2.503774100472142e-13	8.511168767722869e-14
29	4	3.61259352931859e-14	-5.40436178717223e-14
29	5	7.162585230161744e-13	1.0847646357410881e-14
29	6	2.601097666884499e-13	-4.3354675632975447e-13
29	7	8.630482617767942e-14	5.8722957803819755e-15
29	8	1.706682122509862e-13	-2.200196906236268e-13
29	9	2.6463334811897528e-14	-1.0540345767632462e-14
29	10	3.3372784249329035e-13	5.999201988440514e-14
29	11	-4.0169932960314977e-14	1.7544890722957975e-13
29	12	-2.020850288983187e-13	7.615660113004488e-15
29	13	1.7390884562001924e-13	2.435713296666351e-13
29	14	1.0583599329170448e-13	8.376087444883546e-14
29	15	-1.6569018783171758e-13	3.1117395979496116e-13
29	16	-5.450218750971189e-15	-3.4003999733432816e-13
29	17	2.4257556787666573e-13	-2.2628443352946385e-13
29	18	3.0129507022147395e-13	-3.414728329718531e-13
29	19	3.421387131126346e-13	2.600285668610552e-13
29	20	-3.5171001536474434e-13	-1.4410885964691263e-13
29	21	1.8541259813346485e-14	2.0073857981275357e-13
29	22	-1.6106911479763762e-13	2.233338012925974e-13
29	23	-1.656399114822179e-13	-2.4298181923894713e-13
29	24	5.033244219731308e-15	7.469219289970532e-14
29	25	-2.33388388185812e-13	2.283607035060782e-13
29	26	2.0254288817404846e-13	-2.391809479554578e-13
29	27	1.8283928481581333e-14	-4.090428703439547e-14
29	28	-1.9267124638899632e-13	3.0420472045420997e-13
29	29	5.965245522790346e-14	7.817148725055579e-14
30	0	1.0995458261915112e-13	0.0
30	1	2.6251536207775208e-14	1.3745692056339153e-14
30	2	-3.468562518332748e-13	-1.2453947831280975e-13
30	3	-1.3439292601167553e-13	-2.1771552736772758e-13
30	4	5.719553160245386e-13	3.2446247487005623e-13
30	5	-1.3302464520322116e-13	-2.3807736619330934e-14
30	6	-1.0849890455287882e-13	2.4774821067891595e-13
30	7	8.263103885471185e-14	3.379265691874447e-14
30	8	-4.320905866441544e-14	2.8613208923770336e-13
30	9	-3.943886051850405e-13	1.6709004457695685e-14
30	10	-3.782259438864894e-13	-5.0634231706797444e-14
30	11	-2.584876028206127e-13	-3.251920544857792e-14
30	12	1.0806368032261795e-13	-2.7565560749320455e-13
30	13	-3.9792977371147615e-14	-1.2110627567769291e-14
30	14	4.953117442468442e-13	3.650122334047427e-13
30	15	-2.826437050334251e-13	-2.0330014794808874e-13
30	16	2.9520072230380566e-13	1.9427324161212785e-13
30	17	5.346379437209787e-14	-4.5066323560736726e-13
30	18	2.600942112688391e-13	6.960237529633996e-14
30	19	-9.001032010409607e-14	5.437224941557637e-14
30	20	-1.3154496574057247e-13	-7.022817327716541e-14
30	21	-1.1542165300491607e-14	-7.396277971809453e-14
30	22	8.542052403037427e-14	-1.4223200244844268e-14
30	23	-7.283515307970892e-14	2.2050029753358964e-14
30	24	-3.232404766248348e-14	2.0023441566693397e-13
30	25	-3.270557661878378e-13	1.0158758293710167e-13
30	26	2.673714016898842e-14	-2.2459630998377553e-13
30	27	8.92504277053458e-14	5.594867191157324e-14
30	28	1.2999425316379304e-13	-2.925399044539456e-13
30	29	-3.535747205041785e-13	-3.1095747040585557e-13
30	30	2.094678018180134e-13	-3.900477587268122e-14
31	0	3.5895832573374854e-13	0.0
31	1	2.2046501986208373e-14	-7.416887726798224e-14
31	2	6.160040637754039e-15	-2.52686692151979e-13
31	3	-3.1042944241421514e-13	-1.1753759819384545e-13
31	4	-1.2929230702567218e-13	6.570357742965548e-14
31	5	6.003501926919218e-14	1.1717405896205577e-13
31	6	4.8434319129637287e-14	-1.0576123330210953e-13
31	7	-2.8180939994326286e-14	5.291298219881703e-14
31	8	-5.007539852387159e-14	-1.8380464370084047e-13
31	9	1.0685056899898915e-13	-4.3559259082307724e-13
31	10	8.108431587863105e-14	-7.124295517941602e-15
31	11	4.274106605066329e-13	1.1123245136374609e-13
31	12	-4.896333397534503e-14	-3.699086069468484e-13
31	13	1.1122107284533397e-13	2.0696363164274783e-13
