N	M	R_coefficient	Q_coefficient
0	0	-4.623964409810689e-14	0.0
1	0	9.792999121010555e-11	0.0
1	1	-1.4244999093187243e-10	-2.0790673528553245e-11
2	0	-3.174140719129738e-11	0.0
2	1	-1.588111657587526e-11	3.112306865934572e-11
2	2	-4.481796536716903e-13	1.0803175008435683e-11
3	0	-9.2682642122061e-12	0.0
3	1	-8.046034994999152e-13	-1.0500807468990753e-11
3	2	-9.319353524459562e-13	-4.827823821910302e-12
3	3	1.2029653546566564e-11	1.6046590997189817e-11
4	0	9.47396361174363e-13	0.0
4	1	1.0101979043621475e-12	3.285769299727611e-12
4	2	1.749690465242027e-11	1.2024929907676354e-12
4	3	2.5511458147485605e-12	1.6057323402403278e-12
4	4	-3.2161068652238964e-12	1.032397965053365e-11
5	0	-8.545413221922623e-12	0.0
5	1	5.522745575144714e-12	-1.0419809288678958e-12
5	2	-4.273572706039793e-12	-5.477224742687636e-12
5	3	3.0258225480236716e-12	8.036344694579874e-12
5	4	3.0709838423365554e-12	5.188096321940956e-13
5	5	7.341903825612661e-14	-8.367019271250395e-13
6	0	4.9643664190664825e-12	0.0
6	1	8.781871005524164e-12	-1.0498122812686541e-11
6	2	-3.582234791482954e-12	6.511702812408064e-12
6	3	-5.488864072903494e-12	1.2364952530695304e-12
6	4	5.66811562385608e-13	1.020014152751551e-12
6	5	9.675853384047878e-13	-3.431466517721157e-12
6	6	4.55647368236841e-12	1.6823788985078295e-12
7	0	2.2850446189743963e-12	0.0
7	1	7.908938228756339e-13	8.06978802993027e-12
7	2	-9.984471923872444e-13	2.9102200720625392e-12
7	3	-3.8523808172186016e-12	-2.2004328387279466e-12
7	4	-2.3553397350211976e-12	4.946985243718608e-13
7	5	5.3868060159341965e-12	-1.6257158113851022e-12
7	6	8.376802947076286e-14	-2.549664085694071e-12
7	7	2.0878980318554345e-13	9.80805256359605e-13
8	0	1.001944877952102e-11	0.0
8	1	-1.8042209944650386e-12	-2.342985340937665e-12
8	2	-7.12575540661448e-12	1.2740310882277418e-12
8	3	4.353034672606019e-12	-3.2776961932517583e-12
8	4	-5.10353404030382e-13	-1.022208019748483e-13
8	5	2.9711654615772594e-12	-1.9102180074918333e-12
8	6	2.244736958053146e-12	1.0506703798610907e-13
8	7	1.0696095376321248e-12	5.645422286939245e-13
8	8	2.043216308389176e-13	6.968780355949092e-13
9	0	-2.5789847700914132e-12	0.0
9	1	-4.221237195761751e-12	3.0233515493305493e-12
9	2	1.5941771767880938e-12	-1.7506951726017868e-13
9	3	-5.009756825140508e-12	-2.893150795225269e-12
9	4	1.238979578315279e-12	9.428525324083227e-13
9	5	-4.8490692869141776e-14	1.0557232144288979e-12
9	6	-1.6557390982413204e-12	4.832751483811879e-12
9	7	-3.0680337260117674e-12	4.447059827370622e-13
9	8	8.85680771382943e-13	1.545510366274264e-13
9	9	-8.153917794842978e-13	-1.918928370091503e-12
10	0	-1.0430957331292694e-12	0.0
10	1	-2.7625893813191004e-12	1.8676905052079235e-12
10	2	-1.511331369405341e-12	-4.563895005676302e-12
10	3	5.6265627805792046e-12	1.7343755546687847e-14
10	4	2.005551224826307e-12	-4.752974262325706e-13
10	5	-2.0156719128366455e-12	-1.3932385826734787e-13
10	6	2.3727071644427474e-12	2.824140001741446e-14
10	7	-2.81713206791564e-12	8.045020223752449e-13
10	8	6.741385262489074e-13	-1.5172496041236274e-12
10	9	3.6031021643430675e-13	-2.926819599838402e-13
10	10	7.890650852990581e-13	-1.8368488092178987e-12
11	0	-2.5779091067760036e-12	0.0
11	1	1.5386563813430049e-12	-3.4953069962074575e-12
11	2	2.5820460909030857e-12	5.381845042878435e-13
11	3	-9.053689825211221e-14	1.9820809520745634e-12
11	4	-4.098667221269364e-12	-1.2904273860428142e-12
11	5	8.92366813015044e-13	1.542921432722709e-12
11	6	5.933437357089274e-13	-8.627653181246917e-13
11	7	1.4044267857327996e-12	7.0216918367641e-14
11	8	4.118720295616051e-12	-1.6158755047748876e-12
11	9	2.3259666544582043e-12	5.389258744509981e-13
11	10	4.117501415160827e-13	2.1867847009457784e-12
11	11	-1.364650169230421e-12	9.29456946369144e-13
12	0	-1.872686793082179e-12	0.0
12	1	-7.329980626435693e-13	8.79548170770223e-13
12	2	3.1949118928649537e-12	-1.0840661886203522e-12
12	3	-8.613609483213896e-13	-8.318639114923617e-14
12	4	4.183902899900754e-13	9.534790092454875e-13
12	5	-8.956506037085759e-13	-2.0413394848923648e-12
12	6	-1.9450442999586935e-12	-1.323191039894749e-12
12	7	2.7857442026884895e-14	-5.902096206158343e-13
12	8	1.0065653603859008e-12	-2.697635790495302e-13
12	9	6.598279282313057e-15	1.6769836981425767e-12
12	10	-1.2803449486552101e-12	-6.976516108200711e-13
12	11	-7.770517339199059e-13	-7.949347844054501e-13
12	12	-9.363885803879746e-13	-7.089419239446262e-13
13	0	1.878172903135574e-12	0.0
13	1	2.5906483377646266e-12	-1.8857805850947737e-12
13	2	3.454728408736216e-13	5.50711443054862e-13
13	3	1.2124043750788052e-12	2.980419914880544e-12
13	4	-7.620028959910583e-13	-9.150009998572819e-13
13	5	-1.7426874198231435e-12	1.1443071623689798e-13
13	6	-1.6623781746645405e-12	-9.75887279690421e-13
13	7	1.2960218387352557e-12	-8.80903212749908e-13
13	8	3.961557986088064e-13	1.8690347067062697e-13
