N	M	R_coefficient	Q_coefficient
0	0	-3.957134600389908e-14	0.0
1	0	6.027643987223305e-11	0.0
1	1	-1.0260440273397166e-10	-1.7386493796370554e-11
2	0	-2.6088860389954717e-11	0.0
2	1	1.263105003497696e-13	2.371252335170757e-11
2	2	-8.083995722741063e-12	2.6805489191112374e-11
3	0	-6.35876326324549e-13	0.0
3	1	1.0409623910508607e-13	-1.1373069556507023e-11
3	2	4.193528601878186e-12	-6.1594125936816e-12
3	3	-7.495134636359009e-14	7.873399574362596e-12
4	0	-5.453297921474768e-12	0.0
4	1	6.315921699737578e-12	1.059263220673875e-11
4	2	6.212623567672316e-12	-2.5626731718076154e-12
4	3	4.553538918958785e-12	-5.585420759591596e-13
4	4	5.276626451280352e-12	8.139295466708821e-12
5	0	-2.611530130514924e-12	0.0
5	1	2.7053605450731822e-12	-5.5988883950924676e-12
5	2	-6.852470772697031e-13	-5.459168386331287e-12
5	3	7.216342389161969e-12	8.708462045861206e-12
5	4	8.21835837594825e-13	3.884962089178127e-12
5	5	9.068028907410647e-13	2.7707690819037324e-12
6	0	4.430255791948943e-12	0.0
6	1	1.9361394132495657e-12	-2.8582695441014456e-12
6	2	-2.0482547683332512e-12	5.953448036980436e-12
6	3	-4.12967190968202e-12	-2.708940778756744e-12
6	4	1.9197189225786747e-12	2.7055570770517924e-12
6	5	2.270607658722985e-12	-6.995627993793342e-12
6	6	3.3447230165840904e-12	-2.7579594412798706e-12
7	0	-2.8360120083216632e-12	0.0
7	1	1.128195973967925e-12	8.636032103987834e-12
7	2	-6.478858048702808e-13	7.460116122061931e-13
7	3	-9.777860199928816e-13	2.935332591841761e-12
7	4	-5.397666564103844e-13	8.717579427252586e-13
7	5	2.843905296113706e-12	-1.3895705178355347e-12
7	6	2.1327110379917067e-12	8.482754537367722e-13
7	7	1.90854302344725e-12	2.8956480733667967e-12
8	0	1.151521305914087e-11	0.0
8	1	-4.082439608965869e-12	-6.3913353459525764e-12
