LON	LAT	VALUE
289.5	-54.5	4.202571190206514
290.5	-54.5	2.444270577899472
291.5	-54.5	0.6851500662977755
292.5	-54.5	-0.041800863676490316
293.5	-54.5	0.30597613430132686
287.5	-53.5	1.1293829511585518
288.5	-53.5	1.835870872566431
290.5	-53.5	2.1791488196426045
291.5	-53.5	1.7748032923522845
286.5	-52.5	-1.5337276122537196
287.5	-52.5	-1.5103578872620185
288.5	-52.5	-0.35148465616445246
289.5	-52.5	1.4264548947410507
290.5	-52.5	2.8980451214842393
286.5	-51.5	-2.563702819757327
287.5	-51.5	-2.748564241817036
288.5	-51.5	-1.1122922337001921
289.5	-51.5	1.691694280174101
290.5	-51.5	4.158254856736636
285.5	-50.5	-0.8472327252646477
286.5	-50.5	-2.4405593479512393
287.5	-50.5	-2.750424315077057
288.5	-50.5	-0.9622239413300206
289.5	-50.5	2.227824056793451
290.5	-50.5	5.025317597959516
285.5	-49.5	-0.32651301173036973
286.5	-49.5	-1.9173455476363892
287.5	-49.5	-2.4374443102708314
288.5	-49.5	-0.9358546665995608
289.5	-49.5	2.0611172497488783
290.5	-49.5	4.803759910900993
291.5	-49.5	5.673895532965967
285.5	-48.5	-0.15897482803471386
286.5	-48.5	-1.6679946600238327
287.5	-48.5	-2.5095479469293727
288.5	-48.5	-1.5561375113440172
289.5	-48.5	1.0299060720200077
290.5	-48.5	3.7383723988330395
291.5	-48.5	4.93270510978725
292.5	-48.5	4.192457203594939
286.5	-47.5	-1.6962957872941917
287.5	-47.5	-2.835026454732967
288.5	-47.5	-2.3507750067474213
289.5	-47.5	0.013881176383516098
290.5	-47.5	2.9495997167622785
291.5	-47.5	4.654366546813376
292.5	-47.5	4.383683797790226
293.5	-47.5	2.910703253880824
168.5	-46.5	0.0193875246270995
169.5	-46.5	0.06889975883234356
285.5	-46.5	-0.2997248581739401
286.5	-46.5	-1.5396956710026422
287.5	-46.5	-2.787948238963124
288.5	-46.5	-2.4365634392760405
289.5	-46.5	0.07932787410554377
290.5	-46.5	3.4422393031426037
291.5	-46.5	5.486044881352528
292.5	-46.5	5.086078283985262
167.5	-45.5	0.07044112575131434
168.5	-45.5	-0.08704885178113428
169.5	-45.5	-0.03342767742634984
170.5	-45.5	0.251363062104359
286.5	-45.5	-0.9632140132976958
287.5	-45.5	-2.1044071774207995
288.5	-45.5	-1.5686133303527012
289.5	-45.5	1.3041786310238588
290.5	-45.5	5.003658655859987
291.5	-45.5	6.960229362771276
292.5	-45.5	5.772716147653827
168.5	-44.5	-0.20157826732346146
169.5	-44.5	-0.1418915564494051
170.5	-44.5	-0.18063228725843142
287.5	-44.5	-1.1957609231278645
288.5	-44.5	-0.4068155787873764
289.5	-44.5	2.61491833147381
290.5	-44.5	6.204829964986442
291.5	-44.5	7.684672170557674
292.5	-44.5	5.640342590951526
293.5	-44.5	1.1020755364782588
294.5	-44.5	-3.367079315096607
146.5	-43.5	1.440603144488409
170.5	-43.5	-0.298328745642034
171.5	-43.5	-0.7716744524980229
172.5	-43.5	-0.4137382706249581
287.5	-43.5	-0.4450623104378088
288.5	-43.5	0.48960516006385
289.5	-43.5	3.0866984334211782
290.5	-43.5	5.829243792929922
291.5	-43.5	6.580514072905649
292.5	-43.5	4.318035548696488
293.5	-43.5	-0.06741565264823574
294.5	-43.5	-4.4629078635821156
145.5	-42.5	2.497487392800086
146.5	-42.5	2.103444158323681
147.5	-42.5	1.0774495992476043
171.5	-42.5	-0.8727502162805153
172.5	-42.5	-0.8385919544415564
