N	M	R_coefficient	Q_coefficient
11	2	3.713881053841369e-12	-2.0173905992473098e-12
11	3	-2.850960593482621e-12	6.926771470113263e-12
11	4	6.106952366791743e-12	-9.636438979210589e-12
11	5	1.1840821182340533e-12	-3.4720485595924185e-12
11	6	4.845086861709128e-13	3.493513685394267e-12
11	7	-2.906473024827333e-12	-3.157958288000058e-13
11	8	-7.368257651886935e-13	3.827399576985033e-13
11	9	-1.904136311137341e-12	8.213678779128512e-13
11	10	-2.9825890154017427e-12	-5.600383370424717e-12
11	11	8.25367465242921e-13	-6.872017027121127e-12
12	0	1.148658598338636e-12	0.0
12	1	-7.1466426010930374e-12	7.1347297514162436e-12
12	2	-6.524708870866361e-12	-8.291565311944352e-13
12	3	-1.8831884263584023e-13	7.173925395790345e-12
12	4	-8.468255790742234e-12	4.442099680330815e-12
12	5	-3.911280335862823e-13	6.020712667762007e-14
12	6	-2.142992067893367e-12	-4.257099099170451e-12
12	7	1.629477529284898e-12	3.379897924988507e-12
12	8	-5.479169580058509e-12	-3.464530249763898e-12
12	9	2.9429816544963064e-12	5.888724558825911e-12
12	10	3.3598097407391676e-12	-3.3602418911776924e-12
12	11	4.531982338668387e-12	-2.1439626777971815e-12
12	12	-2.893699641124247e-12	-5.2959727831144646e-12
13	0	-2.1260893277258217e-12	0.0
13	1	3.0948686332305333e-12	6.935306574994052e-12
13	2	-7.407969839524318e-12	1.3507113747120408e-12
13	3	2.7477130952563966e-12	1.5853777952986122e-14
13	4	-2.7332074380654607e-12	7.231317414967071e-12
13	5	2.4210830629386438e-12	9.370547856966837e-12
13	6	-6.356396882211323e-12	4.2916832528658726e-13
13	7	7.681460991245732e-12	5.238408904299493e-12
13	8	-3.638527948672169e-12	-4.500200272532993e-13
13	9	-3.0228490699456155e-12	1.723127018862521e-12
13	10	2.258188705985431e-12	2.7222799374303867e-12
13	11	-1.6739883897393527e-13	2.395440513617129e-12
13	12	-3.2412417487722784e-12	-4.2740099117951e-13
13	13	-3.6019105091215955e-12	-6.0187846706321384e-12
14	0	-4.235783687142742e-12	0.0
14	1	4.768354459419736e-12	9.685907901032952e-13
14	2	-1.1152074801490765e-12	3.3879337142810465e-12
14	3	1.2348682641895222e-12	4.863364562883613e-13
14	4	1.51688347528168e-12	-2.3323321941140397e-12
14	5	5.327802903973595e-12	8.070790997561569e-12
14	6	-2.7253741682390168e-12	4.36476730925062e-12
14	7	3.4300147837546903e-12	1.9483152785132736e-12
14	8	3.858536666095046e-12	3.3418373224051685e-13
14	9	-4.399698377022012e-12	3.297082114121643e-13
14	10	1.009457419235774e-12	6.797655808398782e-13
14	11	5.026486610949276e-12	-3.8675937677945346e-13
14	12	-3.834641275969689e-12	5.9710236850456055e-12
14	13	-5.3787769509865576e-12	-5.858403745774927e-12
14	14	-2.9517173990801873e-13	-2.7338750663160294e-12
15	0	3.9645939715204635e-13	0.0
15	1	-3.1859294286637283e-13	2.9521687918893425e-13
15	2	4.997644786019704e-12	1.3155949484731331e-12
15	3	-2.7100164813670897e-12	2.621393127474343e-12
15	4	-1.7152561105068862e-12	-4.4839562360152084e-12
15	5	8.512799116612888e-13	3.247389193833008e-13
15	6	3.94137755007619e-12	-2.0403120114969096e-12
15	7	-5.018574292021924e-12	1.2703631032392973e-12
15	8	8.211252370736593e-12	-3.187470590751714e-12
15	9	-2.0681620211262836e-12	-9.309226077540724e-13
15	10	-4.0879010405538167e-13	1.142996426327338e-12
15	11	-1.5637459869652192e-12	-3.6959315887983885e-12
15	12	3.153170535845747e-12	3.2216714168779826e-12
15	13	-2.4357613544180517e-12	3.813773085423153e-12
15	14	1.6976532134459646e-12	-3.2865490837110805e-12
15	15	1.9703355830220123e-12	1.7079528860839004e-12
16	0	2.5097245146596233e-12	0.0
16	1	-1.3790229327781075e-12	8.060157327569865e-13
16	2	6.563579036325191e-12	-2.6237615686436637e-12
16	3	-2.605616249851076e-12	6.462473688833898e-13
16	4	6.792839170566371e-14	-1.950204978059754e-12
16	5	-4.775995581304549e-12	9.08587695878822e-14
16	6	4.162561534853925e-12	-4.979544727524341e-12
16	7	-4.847347816920462e-12	3.484956121074234e-12
16	8	1.5505702914180202e-12	-2.7328281866342553e-12
16	9	-2.219658865033703e-12	-3.2019188249110727e-12
16	10	4.11682124411733e-13	2.8015469209383584e-12
16	11	-3.5566379404485597e-12	-2.2726145719253658e-12
16	12	1.2834374608128569e-12	-2.8234557599613727e-12
16	13	4.414172239855164e-13	-3.26308494020016e-13
16	14	1.850870761812691e-12	-1.4563333616887287e-12
16	15	2.100157381667549e-12	2.078289777144636e-12
16	16	1.8946053387402853e-12	2.222553374476617e-12
17	0	1.0815374717758154e-12	0.0
17	1	-1.3835120561694012e-12	-6.87811167237791e-13
17	2	3.22093251551264e-12	-1.7029094860705695e-12
17	3	5.663619997157616e-13	-1.6117394550466033e-12
17	4	4.644863907077613e-13	-3.0192692831613605e-12
17	5	-2.2818583504281815e-12	3.566074646792025e-12
17	6	-1.0224059632063397e-12	-2.656949903809622e-12
17	7	1.6359987866391987e-14	3.9936876071572295e-12
17	8	-2.463023432102947e-12	2.165296044142416e-12
17	9	-2.7429097958200782e-12	-6.955951586810534e-13
17	10	-1.1697130405349782e-12	1.3144992381598195e-13
17	11	-1.3144975770725656e-12	1.0134953761479773e-12
17	12	-3.1570722290599968e-12	-2.190920251944845e-12
17	13	2.8803694718180832e-12	2.267481015597166e-12
17	14	3.7821490944768806e-13	-1.0477730767048562e-13
17	15	1.3750577798192196e-12	-1.2805532150279155e-12
17	16	-9.81534621201363e-13	-4.48245757427494e-13
17	17	7.246918353514101e-13	-1.9883642363050609e-13
18	0	-5.630679707620359e-13	0.0
18	1	-1.3793822244013278e-12	-1.5114477533582189e-12
18	2	-2.2459158780800904e-12	-3.8014477090422374e-13
18	3	1.6767063492314563e-12	-2.4897550959539653e-13
18	4	-3.2377861986937674e-12	-2.828240939319069e-12
18	5	2.143224149493582e-12	2.083680930145877e-12
18	6	-4.689257673538525e-12	-1.8193217755706647e-12
18	7	-2.564831963429194e-13	1.9556603769594866e-12
18	8	8.449270006494373e-13	1.3621746300437268e-12
18	9	1.5752091748661903e-13	1.0637334613262585e-13
18	10	-1.2572565110504125e-12	2.6351416030396193e-13
18	11	1.1962355672341584e-12	1.395504901279266e-12
18	12	-1.225602738739743e-12	-5.688953031103065e-13
18	13	1.0381885845787449e-12	9.155685330804698e-13
18	14	6.685261328372909e-13	7.210659111345618e-13
18	15	-7.430366067396694e-13	3.93364373057143e-12
18	16	-4.959056027175492e-12	-1.8028052539192203e-12
18	17	-5.95812065709813e-14	-2.8966087361782625e-12
18	18	9.106222165171923e-14	-1.063965805771164e-14
19	0	-1.81997667259326e-12	0.0
19	1	5.208646646510624e-13	-1.3848767840551886e-12
19	2	-4.820170875777787e-12	-1.678356507719235e-12
19	3	1.526023936385613e-13	3.8082258708449913e-13
19	4	-2.640550416821916e-12	1.4448157551723626e-14
19	5	1.7931079460622356e-12	-8.999022231019237e-13
19	6	-1.8221314329268404e-12	-2.9843695767920013e-13
19	7	-2.4288721342720536e-12	-2.1454528834070094e-13
19	8	8.621744092513054e-13	-6.163408194203926e-13
19	9	1.5904061634561795e-12	-2.684910149241158e-12
19	10	8.855745144631519e-13	1.3661199138763336e-12
19	11	1.7820860317731815e-12	-6.464408981684602e-13
19	12	1.1237398493352717e-12	7.641714212610462e-13
19	13	7.570423258846315e-14	8.467269247602197e-13
19	14	-6.982039090324347e-13	2.3284266499118246e-12
19	15	1.6532508226428169e-12	-3.381741635535064e-14
19	16	-2.6928890408436187e-13	4.9443997665961896e-12
19	17	-4.696970480794055e-12	-3.786466436744311e-12
19	18	2.340231521485033e-13	-5.659830517255319e-13
19	19	-1.0011328717903171e-12	2.5809463885868347e-12
20	0	-1.7251282831396375e-12	0.0
20	1	3.629077279339242e-13	-4.019772434948405e-13
20	2	-1.7322831442818072e-12	-6.731615003658597e-13
20	3	-2.1924725069325503e-12	-1.7939173596507132e-12
20	4	-3.586932481762647e-13	2.0717098123476624e-12
20	5	4.658468607313226e-14	-1.555598742849939e-12
20	6	1.3554603336028819e-12	1.4974311715506955e-12
20	7	-1.737777844871903e-12	-5.367718386644012e-13
20	8	-5.04046741547915e-13	1.0795181598331095e-12
20	9	-9.685905718026995e-13	-3.5309302898336622e-12
20	10	-4.645141239524024e-13	-6.436680946548976e-14
20	11	-2.690003750473132e-12	-9.52669238003235e-13
20	12	1.057527423002448e-12	-2.933886373689277e-14
20	13	1.5543998156519818e-12	-5.284022058378971e-13
20	14	-9.221312407663496e-13	1.0493496391166045e-12
20	15	-2.2272090132169503e-12	-1.4032731808138421e-12
20	16	1.063683355020253e-12	1.0656630988037562e-12
20	17	3.197151722808911e-13	1.3507661494422598e-12
20	18	3.018266978206747e-13	-7.338548183388137e-13
20	19	-2.0032121126857875e-13	9.212182806472204e-13
20	20	-8.922415759051237e-13	2.1537422674792102e-12
21	0	-4.5958479620460966e-14	0.0
21	1	-1.2694673893117583e-12	3.652975597109222e-13
21	2	1.784546097654118e-12	1.3097380575641583e-12
21	3	-2.597704083620723e-12	-1.0673901630001919e-12
21	4	-4.311161067246816e-14	2.6152977996083872e-12
21	5	-1.5714134689249904e-12	-1.3125166907199777e-12
21	6	2.781849230731047e-13	7.302028146463543e-13
21	7	-2.1511734150021664e-12	-5.023343182592947e-13
21	8	2.013038323473618e-12	-2.98338867949584e-14
21	9	-1.8029736617420324e-12	-1.7845427297042441e-12
21	10	-6.845991019173899e-14	-1.3159015672364505e-12
21	11	-3.5692922356360443e-12	6.47293285908975e-15
21	12	-3.7556541691748694e-13	-2.4790692434340645e-13
21	13	1.8465808327080188e-13	-1.9420347091042282e-13
21	14	3.9582455907028066e-13	1.2932068394236837e-13
21	15	-1.265510768899951e-12	1.2855155042641734e-12
21	16	1.076126571324365e-12	-2.7398717834418676e-12
21	17	-3.567745096403993e-13	7.41019980996323e-13
21	18	1.0096315906792106e-12	-2.0229427390343253e-12
21	19	1.8636751282604192e-12	2.565128753765703e-12
21	20	3.2700464175061987e-13	9.64472319127334e-13
21	21	-2.4980055345670955e-13	2.291454241760298e-13
22	0	8.498037662673926e-13	0.0
22	1	-5.875906082862647e-13	2.7149556842344214e-14
22	2	6.981865145788531e-13	-1.1597786598400506e-14
22	3	-4.753097821918217e-13	9.32109944492231e-13
22	4	1.3054865823926353e-12	1.2584180781649448e-12
22	5	-1.7647485581312671e-12	-6.395469329472284e-13
22	6	9.60951124711649e-13	-1.483523293848172e-13
22	7	-2.7009587838562237e-12	-9.024796653106251e-13
22	8	3.0047409403426766e-12	-1.8025945389852435e-12
22	9	6.208981568410238e-13	1.4756049208557398e-13
22	10	1.4136321970293488e-12	1.4925911911306252e-13
22	11	-8.75807066774724e-13	2.897863591474228e-14
22	12	-5.785449952709444e-13	3.939093853609177e-13
22	13	-3.3453121038416876e-13	2.300159068588045e-12
22	14	-2.721473645409931e-13	3.3304791933718165e-15
22	15	-9.584523016373718e-13	2.011456448470299e-12
22	16	-3.3922459656742893e-13	-7.434714075213367e-13
22	17	3.22518912074589e-13	-9.350476024539862e-14
22	18	-1.5911432388488113e-13	-9.274771303209054e-14
22	19	-4.651631511361953e-13	-6.113495107221785e-13
22	20	1.444064119069599e-12	9.643458457773272e-13
22	21	-1.737166259213437e-14	6.719719939069909e-13
22	22	-1.3735718641533055e-12	-8.515310293193667e-13
23	0	2.0185310090958355e-13	0.0
23	1	8.769403673168826e-13	3.3731202558586557e-13
23	2	-5.738537982287064e-13	-1.4678735202270001e-12
23	3	4.473761085747334e-13	-4.596389395502417e-13
23	4	2.239190922796005e-12	-4.061340101246412e-13
23	5	9.788801908089412e-13	-5.596330925084215e-13
23	6	2.591964008907211e-12	3.877365579662658e-13
23	7	5.053237047533077e-13	-1.1770579259965251e-13
23	8	1.1046202774083547e-12	-1.2684300535066197e-12
23	9	1.6175038134558475e-12	2.3906316932200454e-13
23	10	-1.0199258312174654e-12	1.5495354788272616e-12
23	11	-2.64438120023698e-13	1.1240298338725649e-13
23	12	7.836039668390318e-13	-9.6975040575802e-13
23	13	8.872984199072574e-13	-2.666377922661968e-13
23	14	-1.1430176670890772e-12	-1.0744667208845433e-12
23	15	-2.2233552930914758e-13	2.0921653292229728e-12
23	16	-3.906590984848301e-13	1.5662858135484318e-12
23	17	4.4533081495675226e-13	-2.404008274684949e-13
23	18	-1.3795171980467036e-12	-4.1594051787238065e-13
23	19	1.43817391977993e-12	-6.022212800344156e-13
23	20	-2.6447699916977904e-12	2.8496151166413777e-13
23	21	9.295119529195223e-13	-1.2358669902516423e-12
23	22	-6.649684580284793e-14	1.4173228143403622e-12
23	23	-1.5925622891965139e-12	1.1733787565209587e-13
24	0	2.543949283755795e-13	0.0
24	1	1.4302222441745107e-12	2.4490604233631426e-13
24	2	9.999076661939887e-13	9.37313380309384e-14
24	3	6.33456269054372e-13	-1.3633868025179544e-12
24	4	7.172401774218934e-13	-6.391028442494163e-14
24	5	2.338829680258925e-12	-1.8560972238942806e-12
24	6	6.130682573636536e-13	1.0756290554724359e-12
24	7	2.4425724569969754e-12	4.904650151031018e-13
24	8	6.116577113709016e-13	-1.1294175099621243e-12
24	9	8.733146568536997e-13	-1.741331392972862e-12
24	10	-1.96471145589245e-12	4.979013314779786e-13
24	11	-1.1333784718009138e-12	-4.4655785098808697e-13
24	12	1.3908722136995575e-12	-6.214913413457099e-13
24	13	1.7796587534185864e-12	-1.402011574386153e-12
24	14	-1.159021432593829e-12	-1.368714113770688e-12
24	15	1.0229706092927326e-12	2.6024947303126513e-13
24	16	-9.499034509564944e-13	1.752918841424745e-12
24	17	-3.30895376888368e-13	6.50120694011914e-13
24	18	-1.7423354052593684e-12	2.0786118714582845e-12
24	19	1.9436071156527412e-13	-1.4542323320549327e-12
24	20	1.2608524145752203e-12	6.895689836253453e-14
24	21	-1.6996570935910373e-12	-1.052663595391634e-12
24	22	-7.5223680357387e-13	-5.53900496085338e-13
24	23	6.395548333968584e-13	2.1193187849591908e-12
24	24	-6.541715497034949e-13	1.5956470596583497e-12
25	0	8.605861284091801e-13	0.0
25	1	1.2698179298402204e-12	-1.1041698879071078e-12
25	2	1.3384106239030562e-12	1.4245520793920443e-12
25	3	2.276812148747728e-12	-2.362646046960115e-13
25	4	-5.417583714747005e-13	9.380728740374666e-13
25	5	5.777946843765447e-13	-1.836620430502917e-12
25	6	-7.64401280941247e-13	6.887379843181598e-13
25	7	6.279846487170211e-14	-3.5660168940523703e-14
25	8	3.8203128430366746e-13	1.292164003594789e-14
25	9	4.764826758088026e-13	-2.4893197696092854e-12
25	10	-8.763673689475871e-13	-3.7122569279494437e-14
25	11	-1.5389118309438541e-12	-1.7473571636721716e-12
25	12	3.8862336802632575e-13	1.600820946373733e-12
25	13	1.1900312849892117e-12	1.385739549359954e-13
25	14	-1.479640834254474e-12	-8.596814985078508e-13
25	15	-8.946119973607146e-13	-9.186778114323195e-13
25	16	-1.0368336237993368e-12	1.6351298815175972e-12
25	17	-1.3768337051511645e-12	-1.0141208509518914e-12
25	18	-4.397360990007957e-13	6.065000885324241e-13
25	19	-1.9638867805513107e-12	-3.0398332942189807e-13
25	20	8.780826367691074e-13	-1.928291122278648e-13
25	21	-1.8329697949465757e-13	-1.179443681132004e-12
25	22	8.435287150631575e-14	-1.176626082061054e-12
25	23	-1.2650456206283412e-12	5.459457150651149e-13
25	24	1.3045385784693023e-12	6.656031705847899e-13
25	25	1.1549877002571564e-12	7.663762542203182e-13
26	0	4.682886503818026e-13	0.0
26	1	4.40997230267358e-13	-9.224409653950724e-13
26	2	-1.2387487414066448e-13	9.083772619456286e-13
26	3	1.9707000083830487e-12	-1.8265529243887615e-13
26	4	-1.4467533381348401e-13	1.1713624834216688e-12
26	5	-6.978766382066634e-13	4.030827402687921e-14
26	6	-1.3005595448129006e-13	-1.8504481478215626e-13
26	7	-1.2077063667731181e-12	1.755331781050322e-13
26	8	-8.49834127967406e-13	1.4013193172365573e-12
26	9	-9.962742418870889e-13	-7.639365762924864e-13
26	10	-7.979220485111034e-13	9.052243334383082e-13
26	11	-1.1257112063454692e-12	-1.2195360346892294e-12
26	12	6.313646061220015e-13	9.140258807955327e-13
26	13	-3.854631295565261e-13	3.9690975031882307e-13
26	14	-1.4771245618610162e-12	-3.833588322415801e-13
26	15	-1.301850962103172e-12	-1.0430019246443434e-12
26	16	8.310161871147625e-13	3.200185765329589e-13
26	17	-1.6135185509741655e-12	-1.6031082024761242e-12
26	18	1.207331084884215e-13	-9.307944167106e-13
26	19	1.5924691417879212e-13	1.6540926135650058e-13
26	20	1.0808999372221502e-12	-6.009355674209764e-13
26	21	7.14976535363426e-13	1.1552460738098962e-12
26	22	8.650393764299284e-13	-1.3329486387694927e-12
26	23	4.813869289987816e-13	5.001767681589762e-13
26	24	-7.728413274530705e-14	8.564562640351126e-14
26	25	-8.452534879466851e-14	-4.885775811447019e-13
26	26	1.9797602830679176e-12	1.2516068053988969e-13
27	0	-1.41468727479514e-14	0.0
27	1	-1.9811558467863102e-13	2.4602079281988306e-13
27	2	-8.419515039768537e-13	7.310419518694785e-13
27	3	-2.325114529063846e-13	-1.1375071878753153e-13
27	4	6.954626147045981e-14	4.058078634256832e-13
27	5	-4.589432353204313e-13	1.257348146367272e-12
27	6	-6.257405079771904e-13	-1.1437890928726598e-13
27	7	4.295759391366536e-13	8.351004540230546e-13
27	8	-5.348920674205593e-13	5.746653001619219e-13
27	9	-2.2125583653805707e-12	5.152021675343085e-13
27	10	-1.2997751324561751e-13	8.947356384064018e-13
27	11	-2.7325512194349474e-13	2.530243926292323e-13
27	12	2.4675118533099722e-12	6.040034764226468e-13
27	13	2.5634773431224045e-14	1.4190569195569802e-13
27	14	-1.5136082081123545e-13	-3.849414021009441e-13
27	15	-1.383988759404342e-13	-6.913563838194011e-13
27	16	5.643696536923961e-13	-4.731010795698249e-13
27	17	-1.368873238830781e-13	-2.314680904722583e-13
27	18	3.2023532256866666e-13	-1.2456636945556758e-12
27	19	5.082720762987648e-13	2.134183557773938e-13
27	20	3.4385961584037305e-13	-2.742380487870595e-13
27	21	4.166954595198708e-13	1.2599522781924739e-12
27	22	4.480816318261394e-13	3.0850167605869683e-13
27	23	5.80216896606538e-13	1.4195708670638146e-12
27	24	-3.874280536412909e-13	5.021217979605477e-13
27	25	4.681249083026371e-13	-1.1149005492659305e-12
27	26	-1.7484292574186592e-12	3.4587602993282215e-14
27	27	-9.669412902430575e-15	-2.056987642669336e-13
28	0	1.6666304324375404e-13	0.0
28	1	-3.771150292329437e-13	5.937481008056557e-13
28	2	-7.186466177846027e-13	8.77662244539741e-13
28	3	-6.689761579539632e-13	1.0702633246455392e-12
28	4	-7.171101357358051e-13	-6.831025614058469e-13
28	5	-1.4314589886005722e-13	1.3685726303891538e-12
28	6	-6.940828693841523e-13	-3.098720853524167e-13
28	7	9.413344453341132e-13	6.153801752424002e-13
28	8	1.2793874719795462e-12	3.26022000279291e-14
28	9	-8.096562345468021e-13	-4.375858756177251e-14
28	10	3.5922495002275296e-13	1.9270240679308838e-13
28	11	9.836466580179629e-13	1.5338329919109845e-13
28	12	2.367126409130015e-12	1.8947385994862256e-12
28	13	1.727825140111111e-12	-3.199921216241906e-13
28	14	-3.0731655997469896e-13	-8.137133910868734e-13
28	15	1.1748267919315803e-12	-3.885950150865348e-13
28	16	2.4947710845127004e-13	-2.9829863989097225e-13
28	17	3.0155059859338533e-13	2.0581061085152644e-13
28	18	-4.876930877205583e-13	-1.3384901222153988e-12
28	19	-1.769577419616801e-13	5.52531612774491e-13
28	20	-1.796496891939147e-13	-3.5918853110455754e-13
28	21	7.854929433767207e-13	5.128689862363691e-13
28	22	-9.669969736169794e-13	-5.836827845424546e-13
28	23	1.1948477808050318e-12	-9.121787738132821e-13
28	24	-7.152588386211108e-13	7.924946784906178e-13
28	25	-2.0152512346839478e-13	-1.2030241616679634e-12
28	26	6.975745954531719e-13	-4.3053460648497323e-13
28	27	-5.482795600588965e-13	1.7660318713512857e-12
28	28	-1.1795244353801786e-12	-5.286420390990498e-13
29	0	3.2895459472527225e-13	0.0
29	1	-5.428371968766896e-13	7.647431071191931e-13
29	2	1.9231822177297537e-14	4.19459236502487e-13
29	3	-3.0661107160954344e-13	1.0837170225423786e-12
29	4	-8.903904463719344e-13	-2.7020376497301906e-13
29	5	8.801311133735679e-14	7.450395367595915e-13
29	6	1.0797755925013043e-14	-9.268802512228207e-13
29	7	2.267834042503217e-13	-2.2098840866219707e-13
29	8	1.4859051294034664e-12	6.150161745629254e-13
29	9	5.247046998960547e-13	-1.1905054351216384e-12
29	10	-1.2306344784508861e-13	1.6610810451314422e-13
29	11	1.9826590116488487e-12	-1.296436940632381e-12
29	12	7.742400869453752e-13	1.3872891961437708e-12
29	13	1.37854900043974e-12	-6.474114679367905e-13
29	14	-1.2976306709753828e-12	-1.1016809254685073e-12
29	15	2.0686663297943213e-12	-4.362696023456829e-13
29	16	4.573655912474071e-13	-1.1719221322926157e-12
29	17	5.047566056157823e-13	1.254725463709659e-13
29	18	-8.746823070868383e-13	2.627013188850498e-14
29	19	2.4479976692706225e-13	7.399724544162477e-13
29	20	-1.8129336429337952e-12	-1.7425055441603755e-13
29	21	8.676553987229664e-14	-5.455108197683774e-13
29	22	-5.465609410579071e-13	3.0390803776208e-13
29	23	-5.778724619347758e-13	-7.401133938467143e-13
29	24	7.996854861421529e-13	-2.3786070968158044e-13
29	25	-1.3788165882752608e-13	-1.0886745088948816e-12
29	26	7.00838337748839e-13	-4.247562269633049e-13
29	27	7.508772325811858e-13	9.721322658247878e-13
29	28	9.669612785122881e-13	1.5238285367323416e-12
29	29	-6.62224356454887e-13	4.0159170380239583e-13
30	0	1.0090845454559906e-13	0.0
30	1	-6.296516752938417e-13	2.5338892356440803e-13
30	2	5.374457449232325e-13	-1.1229800648339166e-13
30	3	-4.489704253655172e-14	-2.660582844117309e-13
30	4	-2.1892852811288296e-14	3.1306924256005047e-13
30	5	6.637499449473219e-13	-1.685919887104279e-13
30	6	-8.981188503834571e-14	-2.3824249148945234e-13
30	7	7.579045233440494e-13	-9.447974701616699e-13
30	8	-2.7093079415556595e-14	6.360012195548103e-13
30	9	2.2289210367026268e-13	-8.773515384490252e-13
30	10	-6.495179773813872e-13	1.9047132926454982e-13
30	11	1.4142081854893522e-12	-1.7774140640541727e-12
30	12	-5.594142634979802e-14	2.2692052015498657e-13
30	13	5.48675718476911e-13	-6.780292722331618e-13
30	14	-1.5007738756657512e-12	-5.857145959855069e-13
30	15	9.611037054268379e-13	1.590026216472626e-13
30	16	-1.3593349348525844e-13	-5.612580251468275e-13
30	17	4.677986426509449e-13	1.6387823496616027e-13
30	18	-7.424484544239872e-13	-3.294270085345248e-13
30	19	-1.5572651396335628e-13	4.315870956292363e-14
30	20	-1.0276623943632347e-12	1.0216910217900223e-12
30	21	-1.559868055047728e-13	-8.933335318701618e-13
30	22	5.56995142454597e-13	-6.594959152736407e-13
30	23	-6.524507055126478e-13	-6.199882143084165e-13
30	24	8.311947320950855e-14	9.048725406064578e-13
30	25	-5.523631639001702e-13	-1.0298761423408337e-12
30	26	1.418379115912393e-13	4.076980535946694e-14
30	27	2.183033083506246e-14	5.798259280479452e-13
30	28	5.833768086575313e-13	4.64249697246346e-13
30	29	1.822393463774689e-12	-8.594645486864457e-13
30	30	3.6224599366711106e-14	6.828956034748169e-13
31	0	-7.976080902383654e-14	0.0
31	1	-5.209988132309542e-13	-7.889299481672229e-13
31	2	1.7277764950803257e-13	-3.978599477789126e-13
31	3	7.459400002380968e-13	-9.924295396614894e-13
31	4	2.1401209406654334e-13	-3.630151831026118e-13
31	5	1.1132928648298524e-12	-3.072920680573702e-13
31	6	1.9189842519275736e-13	6.34522222960879e-13
31	7	9.268144343500226e-13	-8.367519294823972e-13
31	8	-5.252229665604817e-13	3.491692491806481e-13
31	9	-7.525132620942545e-15	2.311938063382632e-13
31	10	-1.073476176395318e-12	4.048126391924274e-13
31	11	3.755100228854424e-13	-4.398196860147661e-13
31	12	-5.788057082086053e-13	-1.7540076365306e-13
31	13	2.4638804755647607e-13	-5.468240247600771e-13
